"no","answer","question","option1","option2","option3","option4"
"474","4","客戶於對保專區進行增優貸對保時，可受理之身分驗證方式，下列何者為非？","(1)本行網銀客戶","(2)本行信用卡客戶","(3)本行實體存款帳戶","(4)C3軟體憑證"
"475","1","營業單位辦理一筆增優貸案件，倘客戶是線上對保，自客戶申請至撥款，至少須有幾通電話錄音？","(1)1通","(2)2通","(3)3通","(4)4通"
"476","2","營業單位受理增優貸案件，倘為經理權限案件，是否須召開授信小組會議？","(1)無須召開授信小組會議","(2)仍須召開授信小組會議","(3)僅人工審核案件須召開","(4)僅建議核准案件無須召開"
"477","1","下列有關增優貸之對象何者為是？","(1)行員可以適用","(2)既有購置住宅區土地之客戶可以適用","(3)限本國25歲以上之客戶適用","(4)僅有實體帳戶尚需申辦網路銀行才可驗證"
"478","4","下列有關「薪速貸」之說明，何者正確？","(1)額度最高30萬元","(2)必須辦理實地覆審","(3)分行需辦理資金流向追蹤","(4)無寬限期"
"479","4","下列有關「薪速貸」之說明何者為是?","(1)分行僅需辦理資金流向查核","(2)最高額度30萬元","(3)貸放利率比照房貸之定儲利率指數分為A、B、C三個評等級數辦理","(4)客戶完成線上身份驗證及對保後，由系統進入自動動撥排程"
"480","3","有關「薪速貸」之說明何者為非?","(1)貸款期限2-5年，無寬限期","(2)須為本行企業(含集團企業)之薪資轉帳員工，且年資1年以上","(3)分行無法透過ELOAN查詢案件狀態","(4)由數位個金徵審科，聯繫客戶進行KYC錄音"
"481","3","有關台電供應鏈融資下列敘述何者錯誤?","(1)融資成數最高不逾九成","(2)每筆融資期限，最長以180天為原則，如經原審核層級同意，得核定延長，最長不得逾1年","(3)融資對象為台電所有供應商及協力廠商","(4)授信科目為:「短期放款－供應鏈專案融資」(13-09)"
"482","4","有關台電供應鏈融資申請流程，下列敘述何者錯誤?","(1)需開立客戶名義專屬備償帳戶","(2)依借戶實際週轉需求申請授信額度，倘評估借戶未來一年營業實績或收款條件，將較前年度有所變動，得就借戶申請之授信額度酌予增減","(3)訂單(採購單)融資金額最高以交易資料金額之八成為原則，倘供應商有提高貸放成數需求，經營業單位評估後，得經原審核層級同意，提高貸放成數，最高不逾九成","(4)供應商僅需與本行申請授信往來，無需經台電審查同意"
"483","4","有關國內電子信用狀，下列何者非已簽約可採行電子押匯之對象","(1)華新麗華股份有限公司","(2)東和鋼鐵企業股份有限公司","(3)奇菱科技股份有限公司","(4)台灣積體電路製造股份有限公司"
"484","3","依本行現行DBR之規定，個人現放案件經辦理不動產重新鑑估後，並就整筆改以無擔保科目申貸時，若有逾DBR22倍情形者，可在何種還款條件下辦理續貸？","(1)按月分期攤還本金","(2)按月收息到期一次還本","(3)按月分期攤還本息","(4)本息到期一次收回"
"485","4","有關本行辦理授信申請案件之「成年監護制度」查詢作業，下列敘述何者錯誤？","(1)擔保物提供人倘受監護宣告，應俟借款人辦妥擔保物變更後，始得續行申請","(2)辦理授信案件之“額度申請”或“條件變更申請”時，均須進行相關查詢","(3)企業授信案件之負責人應屬查詢對象","(4)保證人受輔助宣告者，雖取得輔助人同意書，仍不得續行申請"
"486","2","計算支出所得比時，針對本行借款之「已貸放」部份，若有寬限期且寬限期尚餘幾個月以上時，得僅核算利息？","(1)3個月","(2)6個月","(3)9個月","(4)12個月"
"487","4","以存摺認定個人收入時，應以其最近幾個月經評估合理之存入金額，作為其年收入之總合？","(1)3個月","(2)6個月","(3)9個月","(4)12個月"
"488","4","有關辦理個人申請「消費性貸款」之第三人獨立照會機制，下列敘述何者錯誤？","(1)須由承辦該當案件之個金AO以外者為照會人","(2)照會人員應進行至少3次之聯絡照會","(3)照會人員應針對借、保戶之「申貸與任職」進行確認","(4)個金AO免再執行KYC相關措施"
"489","3","有關個人無擔保授信「負債比」評估作業規定，下列敘述何者錯誤？","(1)借款人申請將還款方式由按月付息改為按月攤還本息之授信變更案件，得以排除適用DBR22倍之規範","(2)參與都市更新計畫貸款，在不超過6年之期間能將擔保品設定擔保物權者，得排除適用負債比之規定","(3)借款人提供不動產辦理鑑估之同時，於鑑估總額與該擔保放款貸放值差額內申貸之無擔保放款，得以排除適用負債比之規定","(4)個人無擔保授信業務之範圍，包括無擔保消費者貸款、一般性貸款與信用卡業務"
"490","3","有關個人收入、支出之認定規則，下列敘述何者錯誤？","(1)如配偶擔任保證人，則配偶的收入與支出均應合併認列計算","(2)執行業務所得者，得以存摺作為收入認列依據","(3)獨資、合夥事業主不得同時提供其「個人戶」與「事業體戶」之存摺認列收入","(4)計算家用支出時，其「家庭人口數」包括本人、配偶及受扶養親屬"
"491","3","依本行「支出所得比分析」之規定，下列何者擔任保證人時，其收入不得與借款人之收入合併認列？","(1)借款人之養子","(2)借款人之配偶","(3)借款人之哥哥","(4)借款人之母親"
"492","2","依本行現行DBR之規定，以「不宜作為擔保放款之抵押物」所辦理之個人無擔保放款，如欲排除DBR22倍之適用，其申貸金額應不超逾該抵押物之何種估值？","(1)鑑估總額","(2)鑑估淨額","(3)分區貸放值","(4)核定貸放值"
"493","4","有關個人消費性貸款業務之借款用途，下列敘述何者正確？","(1)借款用途為供給企業週轉使用","(2)從事短期獲利的投機性活動","(3)提供從事融資商業行為所需資金","(4)購買耐久性消費財"
"494","1","個人授信申請案件經向聯合徵信中心查詢後，下列何種資訊，非屬得直接予以婉拒之信用記錄？","(1)他行庫之查詢紀錄次數頻繁","(2)授信異常記錄(含逾催及呆帳)","(3)使用票據拒絕往來記錄","(4)信用卡被強制停卡記錄"
"495","4","受理個人新申請無擔保授信案件，經查詢負債比超逾幾倍，應直接婉拒該申請案？","(1)10倍","(2)15倍","(3)20倍","(4)22倍"
"496","2","有關「負債比」及「支出所得比」之規定，下列敘述何者正確？","(1)負債比：借戶在金融機構授信總餘額除以平均月收入","(2)支出所得比：借戶月支出佔月收入比值","(3)負債比愈高愈好","(4)支出所得比愈大愈佳"
"497","3","本行對小套房之定義係指個人提供公寓或大廈之房地為擔保，其建物所有權狀登記面積合計在多少以下？","(1)10坪","(2)12坪","(3)15坪","(4)18坪"
"498","3","依小套房貸款作業規範，審核人員於核定貸放成數時，除擔保品座落地位於已完工通車之捷運站附近者外，應按不動產實查鑑估表之分區貸放成數再減幾成？","(1)一成(10%)","(2)一成半(15%)","(3)二成(20%)","(4)三成(30%)"
"499","4","除各商品另有規定外，有關辦理購置及修繕住宅貸款，下列敘述何者錯誤？","(1)修繕住宅貸款之貸款金額以實際修繕金額為原則，惟不得超逾擔保品核定之貸放值","(2)限供個人購置或修繕住宅之用","(3)購置住宅貸款年限最長為三十年，其中寬限期最長為五年","(4)建物權狀要含有「住」字樣者"
"500","4","依本行「法拍屋專案貸款」作業細則，下列敘述何者錯誤？","(1)借款人與投標人或拍定人須為同一人","(2)借款人(即投標人或其代理人)及其配偶不得為該拍賣標的物之原所有權人","(3)數人共同投標案件不予受理","(4)每件收取新臺幣1,000元之徵信費，未准貸時予以退費"
"501","2","依本行「小套房貸款作業規範」之規定，下列敘述何者錯誤？","(1)小套房係指建物所有權狀登記面積合計未達十五坪或權狀坪數雖逾十五坪，惟主建物登記面積未達十坪者","(2)資金用途僅限購置住宅貸款","(3)完工已超逾十年者，一律不得受理","(4)借款人提供本行供押之小套房，以一戶為限，惟政策性房貸不受本規範限制"
"502","4","下列何者非屬消費者貸款之資金用途？","(1)購建、修繕住宅","(2)購買汽車、電器用品或家具","(3)支付所需之各項學雜費","(4)投資企業週轉金"
"503","1","除其他專案貸款另有規定外，本行無自用住宅及購建住宅貸款，最長貸款年限為幾年？","(1)30年","(2)20年","(3)15年","(4)50年"
"504","1","辦理房屋貸款時，為便利房屋出售人與購屋借款人間房屋買賣價款之銜接，得經借款人之申請，出具下列何種文件予房屋出售人？","(1)貸款承諾書","(2)核准貸款通知書","(3)貸款申請書","(4)委託書"
"505","4","下列何者不得適用「員工貸款適用利率」貸放？","(1)消費性貸款","(2)購置(修繕)住宅貸款","(3)綜合理財型房貸","(4)EASY自由貸"
"506","1","綜合消費性貸款每人最高融資額度為多少？","(1)不得超逾借款人於全體金融機構無擔保債務DBR之22倍","(2)80萬元","(3)60萬元","(4)50萬元"
"507","4","下列何項業務非屬以「定儲指標利率」計息？","(1)企業員工優選貸","(2)小套房貸款","(3)薪世貸","(4)公教人員房貸"
"508","2","自然人辦理本行「法拍屋專案貸款」，其建物主要用途，不得登記為何？","(1)住宅用","(2)工業用廠房","(3)商業用","(4)辦公室用"
"509","4","個人年薪達新臺幣48萬元以上，惟下列何者仍非屬本行「公教人員房屋貸款」之適用對象？","(1)公營事業編製內員工","(2)公立學校軍訓教官","(3)軍醫院之醫護人員","(4)立法委員"
"510","3","符合辦理本行「公教人員房屋貸款」者，其年薪須達多少？","(1)68萬元","(2)60萬元","(3)48萬元","(4)40萬元"
"511","2","有關住宅火災及地震險基本保險條款，保險範圍僅限住宅建築物本體而不包括裝潢費用，若有二個門牌號碼打通為一戶者，應投保幾張保單？","(1)一張保險單","(2)二張保險單","(3)三張保險單","(4)免投保地震險基本保險保險單"
"512","1","本行『定儲利率指數』，係依據『定儲利率指數』訂價選取之銀行於調整當月幾日至幾日之中午十一點三十分，中央銀行網站公告之一年期一般固定利率定期儲蓄存款利率，據以核算各家銀行平均利率？","(1)一至七日","(2)一至五日","(3)一至六日","(4)一至十日"
